rxn,temp,Output
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C1N(CCC1)[C@H](C)CCCN2C(C3=C(C2=O)C=CC=C3)=O,-0.6177644706061631,0.238405518837946
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C1N(CCC1)[C@@H](C)CCCC2=CC=CC=C2,-0.6177644706061631,-0.173907003123593
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C(CCC1)N1[C@H](C)CC2=CC=CC=C2,-0.6177644706061631,-0.188162582973233
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@@H](C)CCCC2CCCCC2,-1.0935961824229974,0.121567868251627
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@H](C)CC2CCN(S(C3=CC=C(C=C3)C)(=O)=O)CC2,-1.0935961824229974,0.028559345334167
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C(C(CC#CC1=CC=CC=C1)C)NC2=CC=C(C(OCC)=O)C=C2,-1.0935961824229974,-0.0818210094389895
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*CC[C@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,-1.0935961824229974,0.0676925554614108
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C1CCCN1[C@H](CCCCC)CC2=CC=CC=C2,-0.6177644706061631,-0.0363662646076712
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*CC[C@@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,-0.8556803265145803,0.0356446512839814
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C(NC1=CC=CC=C1)[C@H](CC)CCC2CCCCC2,-0.8556803265145803,-0.13813413109331
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*O=C(C1=CC=CC=C1)O[C@H](C)CCCN2C3=C(C=C2)C=CC=C3,0.8097306648443396,0.0846228839335871
CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C*CC[C@H](NC(C1=CC=CC=C1)=O)CCC2CCCCC2,0.8097306648443396,-0.144612268906261
CC([C@@H](CO1)N=C1C2=NC=CC=C2)C*CC1(OB(OC1(C)C)[C@H](CCCC1=CC=CC=C1)CCCCC)C,0.5718148089359225,-0.682936924480974
CC([C@@H](CO1)N=C1C2=CC=CC=N2)C*CC(C[C@H](C1=CC=CC=C1)NC(C1=CC=CC=C1)=O)(C)C,0.5718148089359225,-0.589291712598015
CC([C@@H](CO1)N=C1C2=CC=CC=N2)C*CC(C[C@@H](C(=O)OC(C)(C)C)C1=CC(=NC=C1)C(F)(F)F)(C)C,1.0476465207527568,0.299774619322117
CC([C@@H](CO1)N=C1C2=CC=CC=N2)C*COC1=CC=C(C=C1)/C=C/C[C@@]1(C(N(C2=CC=CC=C12)C)=O)C,2.2372258002948424,-0.658469005708632
CC([C@@H](CO1)N=C1C2=CC=CC=N2)C*CC.CN1C(=O)[C@](C)(CC2=CC=CC=C2)C2=CC=CC=C21,1.285562376661174,-0.200857175000917
CC([C@@H](CO1)N=C1C2=CC=CC=N2)C*C(CCCCC)[C@@]1(C(N(C2=CC=CC=C12)C)=O)C1=CC=CC=C1,0.5718148089359225,-0.302820291260376
CC([C@@H](CO1)N=C1C2=CC=CC=N2)C*C(C1=CC=CC=C1)N(C[C@]1(COC2=C1C=CC=C2)C)CC2=CC=CC=C2,1.0476465207527568,-1.49557002745471
CC([C@@H](CO1)N=C1C2=CC=CC=N2)C*COC(\C=C\C[C@]1(COC2=C1C=CC=C2)C)=O,1.285562376661174,-1.05534100146797
CC([C@H]1COC(C2=NC=CC=C2)=N1)C*CC1(OB(OC(C1)(C)C)[C@H](CCC)C1=CC=C(C(=O)OC)C=C1)C,0.5718148089359225,-0.240229041575083
CC([C@H]1COC(C2=NC=CC=C2)=N1)C*CC=1C[C@@]2([C@@H](N(C=3C=CC=CC23)C)C1C1=CC=CC=C1)C,2.2372258002948424,-0.592770220509198
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(C1=CC=CC=C1)N[C@@H](C2=CC=CC=C2)C,0.8097306648443396,-0.0853065224358369
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(C1=CC=CC=C1)N[C@@H](C2=CC=C(C=C2)C)C,0.8097306648443396,-0.0952654961865838
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*C[C@@H](NC(C1=CC=CC=C1)=O)C2=CC=C(C=C2)C(F)(F)F,0.8097306648443396,-0.176046336828873
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*C[C@@H](NC(C1=CC=CC=C1)=O)C2=CN=C(C=C2)OC,0.8097306648443396,-0.19107689290857
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*COC(C=C1)=NC=C1[C@H](NC(C2=CC=CC=C2)=O)CC,0.8097306648443396,-0.145108941961665
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(N1CCCCCC[C@H](S(C2=CC=C(C=C2)C)(=O)=O)CCCC)C3=C(C1=O)C=CC=C3,0.8097306648443396,0.124227844461237
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC1=CC=C(C=C1)S([C@H](CCCC)CCCCCCN2C3=C(C=C2)C=CC=C3)(=O)=O,0.8097306648443396,0.0836950190547548
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(N1CCCCCC[C@H](S(=O)(C)=O)CCCC)C2=C(C1=O)C=CC=C2,0.8097306648443396,-0.00924907964649847
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=S([C@H](CCCC)CCCCCCN1C2=C(C=C1)C=CC=C2)(C)=O,0.8097306648443396,-0.0456868383354877
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(N(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](CC)CCCCCC,-0.6177644706061631,0.488079570630452
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(N(CC1=CC=CC=C1)C2=CC=CC=C2)[C@H](CC)CCCCCC,-0.6177644706061631,0.0953434783099176
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*FC(F)(F)[C@@H](C1=CC=CC=C1)CCC2=CC=CC=C2,-1.5694278942398316,0.173868064371708
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=S([C@H](CCCC)C1=CC=CC=C1)(C)=O,-1.5694278942398316,0.177057185130921
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*N#C[C@@H](C1CCCCC1)C2=CC=CC=C2,-1.8073437501482488,0.00422201420988903
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*C[C@H](C1=CC=C(C=C1)C(OCC)=O)NC(C2=CC=CC=C2)=O,0.8097306648443396,0.112173628004768
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(C1=CC=CC=C1)N[C@@H](C2=CC=C(C=C2)C(OCC)=O)CC,0.8097306648443396,-0.145338017589407
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*C[C@@H](C1=CC=C(C=C1)C)/C=C/C2=CC=C(C=C2)OC,-0.6177644706061631,0.0896436154622265
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*C[C@@H](C1=CC=C(C=C1)C)/C=C/C2=CC=C(C=C2)OC,-0.6177644706061631,0.132985982384078
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(C1=CC=CC=C1)[C@H](CC)C2=CC=CC=C2,-0.379848614697746,0.305143604041081
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC[C@H](C1=CC=CC=C1)C2=CC=C(C=C2)OC,0.8097306648443396,-0.144854905153523
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(NC1=CC=CC=C1)[C@@H](CC)CCC2CCCCC2,-0.8556803265145803,0.0140434273847507
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC[C@@H](C1=CC=CC=C1)C2=CC(OC)=NC=C2,0.8097306648443396,-0.422481586190935
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC[C@@H](C1=CC=C(OC)C=C1)C2=CC(OC)=NC=C2,0.8097306648443396,-0.00504552550889214
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*COC1=CC([C@@H](C2=CC=CC=C2)CC3=CC=CC=C3)=CC=N1,0.8097306648443396,0.273815456719658
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(C1=CC=CC=C1)N[C@H](C2CCN(S(C3=CC=C(C=C3)C)(=O)=O)CC2)CC,0.8097306648443396,-0.068147786674428
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(N[C@@H](CCCCC)CC1=CC=CC=C1)OCC2=CC=CC=C2,0.8097306648443396,0.247998552379698
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC[C@@H](C1CCCCC1)NC(OCC2=CC=CC=C2)=O,0.8097306648443396,0.261642778013965
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(OCC1=CC=CC=C1)N[C@@H](CC)CC2=CC=C(C=C2)C(F)(F)F,0.8097306648443396,-0.020312898542521
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(C1=CC=CC=C1)N[C@H](C2CCN(S(C3=CC=C(C=C3)C)(=O)=O)CC2)C,0.8097306648443396,-0.110835559059641
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(C1=CC=CC=C1)N[C@@H](C)CCCC2=CC=CC=C2,0.8097306648443396,-0.103078714799065
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*C[C@H](NC(C1=CC=CC=C1)=O)CCCC,0.8097306648443396,-0.028322490474946
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*C[C@@H](OC(C1=CC=CC=C1)=O)CCCN2C3=C(C4=C2C=CC=C4)C=CC=C3,0.8097306648443396,-0.0267970137940582
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*C[C@@H](OC(C1=CC=CC=C1)=O)CCCN2C(C3=C(C2=O)C=CC=C3)=O,0.8097306648443396,0.0631759838412673
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C1N(CCC1)[C@@H](CCCCC)CCCOC2=CC3=C(C=C2)C=CC=C3,0.8097306648443396,-0.93885297953113
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC1(C)OB([C@H](CCCCC)CCCN2C3=C(C4=C2C=CC=C4)C=CC=C3)OC1(C)C,0.8097306648443396,0.00945352205634912
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C1[C@@](CC)(CCN1C2=CC=CC=C2)/C=C/CCCC3=CC=CC=C3,0.8097306648443396,0.0592221850300767
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(NC1=CC=CC=C1)[C@@H](C)CCC2=CC=C(C=C2)C(F)(F)F,-1.0935961824229974,0.0605662305120683
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@H](C)CCC2=CC=CC=C2,-1.0935961824229974,-0.462129848800218
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(CCC1)N1[C@H](C)CCCN2C3=C(C4=C2C=CC=C4)C=CC=C3,-0.6177644706061631,-0.064456496384066
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C1N(CCC1)[C@H](C)CCCN2C(C3=C(C2=O)C=CC=C3)=O,-0.6177644706061631,-0.0120629422230578
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C1N(CCC1)[C@@H](C)CCCC2=CC=CC=C2,-0.6177644706061631,-0.144444977928799
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(CCC1)N1[C@H](C)CC2=CC=CC=C2,-0.6177644706061631,-0.386485019601042
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(NC1=CC=C2C=CC=CC2=C1)[C@@H](C)CCC3=CC=CC=C3,-1.0935961824229974,0.0415991987285402
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(NC1=CC=C2C=CC=CC2=C1)[C@@H](C)CCCCC3=CC=CC=C3,-1.0935961824229974,-0.11074636791382
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@H](C)CC2CCN(S(C3=CC=C(C=C3)C)(=O)=O)CC2,-1.0935961824229974,0.0887860914810946
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@@H](C)CCCCCCC,-1.0935961824229974,-0.110526010336284
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC[C@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,-1.0935961824229974,0.100603066643201
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C1CCCN1[C@H](CCCCC)CC2=CC=CC=C2,-0.6177644706061631,-0.0723307133129202
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC[C@@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,-0.8556803265145803,-0.35400394497085
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*O=C(NC1=CC=CC=C1)[C@H](CC)CCC2CCCCC2,-0.8556803265145803,-0.0881647766305131
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC[C@H](NC(C1=CC=CC=C1)=O)CCC2CCCCC2,0.8097306648443396,-0.31752787507009
CC([C@@H]1N=C(CC2=N[C@@H](C(C)(C)C)CO2)OC1)(C)C*CC[C@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,0.8097306648443396,0.0177853226034768
CC([C@H]1COC(CC2=N[C@@H](C(C)(C)C)CO2)=N1)(C)C*F[C@H](C1=CC=C(C(=O)OC)C=C1)C1=CC=CC=C1,-0.379848614697746,-0.0442423353482214
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@H](C1=CC=C(C=C1)C2=CC=CC=C2)B3OC(C)(C)C(C)(C)O3,0.5718148089359225,-1.96511826580124
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](CCCCCCC)C2=CC=C(C(OC)=O)C=C2,0.5718148089359225,-2.30581680519884
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](CCCCCl)C2=CC=C(C(OC)=O)C=C2,0.5718148089359225,-2.05951101582029
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(C)(C)C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(C(OC)=O)C=C2,0.5718148089359225,-2.17057864018765
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](C[Si](C)(C)C)C2=CC=C(C(OC)=O)C=C2,0.5718148089359225,-2.17057864018765
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](CCCCOC2=CC=CC=C2)C3=CC=C(C(OC)=O)C=C3,0.5718148089359225,-2.05951101582029
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](CCCCO[Si](C2=CC=CC=C2)(C(C)(C)C)C3=CC=CC=C3)C4=CC=C(C(OC)=O)C=C4,0.5718148089359225,-2.30581680519884
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](CCCCN(C)S(C2=CC=C(C)C=C2)(=O)=O)C3=CC=C(C(OC)=O)C=C3,0.5718148089359225,-2.05951101582029
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](CCOC)C2=CC=C(C(OC)=O)C=C2,0.5718148089359225,-2.05951101582029
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](CCCC2=CC=CC=C2)C3=CC=C(C(OC)=O)C=C3,0.5718148089359225,-2.30581680519884
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)OB1[C@H](CC2=CC=CC=C2)C3=CC=C(C(OC)=O)C=C3,0.5718148089359225,-2.17057864018765
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(C(OC)=O)C=C2,0.5718148089359225,-2.30581680519884
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*CC(O1)(C)C(C)(C)OB1[C@H](CCC)C2=CC=C(C(OC)=O)C=C2,0.5718148089359225,-2.30581680519884
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(C(OC)=O)C=C2,0.5718148089359225,-3.13616515793785
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(C(C)=O)C=C2,0.5718148089359225,-1.88292607790766
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(Cl)C=C2,0.5718148089359225,-2.05951101582029
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=CC=C2,0.5718148089359225,-2.17057864018765
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(SC)C=C2,0.5718148089359225,-2.17057864018765
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(OC)C=C2,0.5718148089359225,-1.74451448422234
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(C(F)(F)F)C=C2,0.5718148089359225,-2.17057864018765
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@H](C1=CC=C(C=C1)C#N)B2OC(C)(C(C)(O2)C)C,0.5718148089359225,-2.72250611814912
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(C3=CC=CC=C3)C=C2,0.5718148089359225,-1.88292607790766
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC=C(OS(C3=CC=C(C)C=C3)(=O)=O)C=C2,0.5718148089359225,-1.74451448422234
CNC(C1=CC=CC=C1)[C@H](NC)C1=CC=CC=C1*C[C@@H](B1OC(C)(C)C(C)(C)O1)C2=CC(OC)=CC=C2,0.5718148089359225,-2.05951101582029
